|sentence_text|sentence_number|paragraph_number|title|publication_date|genre
14282|It was his custom, indeed, to speak calmly of his approaching dissolution, as of a matter neither to be avoided nor regretted. 1791594|7|3|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14283|"""M. 1791720"|0|30|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14284|"Valdemar, do you still sleep""? 1791723"|1|30|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14285|As before, some minutes elapsed ere a reply was made; and during the interval the dying man seemed to be collecting his energies to speak. 1791753|0|31|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14286|"""Yes; still asleep --dying"". 1791891"|0|32|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14287|It was now the opinion, or rather the wish, of the physicians, that M. Valdemar should be suffered to remain undisturbed in his present apparently tranquil condition, until death should supervene --and this, it was generally agreed, must now take place within a few minutes. 1791919|0|33|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14288|I concluded, however, to speak to him once more, and merely repeated my previous question. 1792193|1|33|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14289|While I spoke, there came a marked change over the countenance of the sleep-waker. 1792283|0|34|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14290|The eyes rolled themselves slowly open, the pupils disappearing upwardly; the skin generally assumed a cadaverous hue, resembling not so much parchment as white paper; and the circular hectic spots which, hitherto, had been strongly defined in the centre of each cheek, went out at once. 1792365|1|34|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14291|I use this expression, because the suddenness of their departure put me in mind of nothing so much as the extinguishment of a candle by a puff of the breath. 1792652|2|34|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14292|The upper lip, at the same time, writhed itself away from the teeth, which it had previously covered completely; while the lower jaw fell with an audible jerk, leaving the mouth widely extended, and disclosing in full view the swollen and blackened tongue. 1792809|3|34|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14293|I presume that no member of the party then present had been unaccustomed to death-bed horrors; but so hideous beyond conception was the appearance of M. Valdemar at this moment, that there was a general shrinking back from the region of the bed. 1793065|4|34|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14294|I now feel that I have reached a point of this narrative at which every reader will be startled into positive disbelief. 1793310|0|35|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14295|It is my business, however, simply to proceed. 1793430|1|35|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14296|There was no longer the faintest sign of vitality in M. Valdemar; and concluding him to be dead, we were consigning him to the charge of the nurses, when a strong vibratory motion was observable in the tongue. 1793476|0|36|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14297|This continued for perhaps a minute. 1793685|1|36|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14298|At the expiration of this period, there issued from the distended and motionless jaws a voice --such as it would be madness in me to attempt describing. 1793721|2|36|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14299|There are, indeed, two or three epithets which might be considered as applicable to it in part; I might say, for example, that the sound was harsh, and broken and hollow; but the hideous whole is indescribable, for the simple reason that no similar sounds have ever jarred upon the ear of humanity. 1793873|3|36|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14300|There were two particulars, nevertheless, which I thought then, and still think, might fairly be stated as characteristic of the intonation --as well adapted to convey some idea of its unearthly peculiarity. 1794171|4|36|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14301|In the first place, the voice seemed to reach our ears --at least mine --from a vast distance, or from some deep cavern within the earth. 1794378|5|36|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14302|In the second place, it impressed me (I fear, indeed, that it will be impossible to make myself comprehended) as gelatinous or glutinous matters impress the sense of touch. 1794515|6|36|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14303|"I have spoken both of ""sound"" and of ""voice"". 1794687"|0|37|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14304|I mean to say that the sound was one of distinct --of even wonderfully, thrillingly distinct --syllabification. 1794732|1|37|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14305|M. Valdemar spoke --obviously in reply to the question I had propounded to him a few minutes before. 1794843|2|37|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14306|I had asked him, it will be remembered, if he still slept. 1794943|3|37|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14307|"""Yes; --no; --I have been sleeping --and now --now --I am dead. 1795001"|0|38|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14308|No person present even affected to deny, or attempted to repress, the unutterable, shuddering horror which these few words, thus uttered, were so well calculated to convey. 1795064|0|39|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14309|Mr. L--l (the student) swooned. 1795236|1|39|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14310|The nurses immediately left the chamber, and could not be induced to return. 1795267|2|39|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14311|My own impressions I would not pretend to render intelligible to the reader. 1795343|3|39|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14312|For nearly an hour, we busied ourselves, silently --without the utterance of a word --in endeavors to revive Mr. L--l. 1795419|4|39|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14313|When he came to himself, we addressed ourselves again to an investigation of M. Valdemar's condition. 1795537|5|39|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14314|When the ideas to which I have alluded first occurred to me, it was of course very natural that I should think of M. Valdemar. 1795638|0|4|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14315|I knew the steady philosophy of the man too well to apprehend any scruples from him; and he had no relatives in America who would be likely to interfere. 1795764|1|4|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14316|I spoke to him frankly upon the subject; and, to my surprise, his interest seemed vividly excited. 1795917|2|4|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14317|I say to my surprise, for, although he had always yielded his person freely to my experiments, he had never before given me any tokens of sympathy with what I did. 1796015|3|4|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14318|His disease was if that character which would admit of exact calculation in respect to the epoch of its termination in death; and it was finally arranged between us that he would send for me about twenty-four hours before the period announced by his physicians as that of his decease. 1796178|4|4|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14319|It remained in all respects as I have last described it, with the exception that the mirror no longer afforded evidence of respiration. 1796462|0|40|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14320|An attempt to draw blood from the arm failed. 1796597|1|40|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14321|I should mention, too, that this limb was no farther subject to my will. 1796642|2|40|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14322|I endeavored in vain to make it follow the direction of my hand. 1796714|3|40|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14323|The only real indication, indeed, of the mesmeric influence, was now found in the vibratory movement of the tongue, whenever I addressed M. Valdemar a question. 1796778|4|40|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14324|He seemed to be making an effort to reply, but had no longer sufficient volition. 1796938|5|40|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14325|To queries put to him by any other person than myself he seemed utterly insensible --although I endeavored to place each member of the company in mesmeric rapport with him. 1797019|6|40|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14326|I believe that I have now related all that is necessary to an understanding of the sleep-waker's state at this epoch. 1797191|7|40|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14327|Other nurses were procured; and at ten o'clock I left the house in company with the two physicians and Mr. L--l. 1797308|8|40|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14328|In the afternoon we all called again to see the patient. 1797420|0|41|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14329|His condition remained precisely the same. 1797476|1|41|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14330|We had now some discussion as to the propriety and feasibility of awakening him; but we had little difficulty in agreeing that no good purpose would be served by so doing. 1797518|2|41|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14331|It was evident that, so far, death (or what is usually termed death) had been arrested by the mesmeric process. 1797689|3|41|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14332|It seemed clear to us all that to awaken M. Valdemar would be merely to insure his instant, or at least his speedy dissolution. 1797800|4|41|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14333|From this period until the close of last week --an interval of nearly seven months --we continued to make daily calls at M. Valdemar's house, accompanied, now and then, by medical and other friends. 1797927|0|42|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14334|All this time the sleeper-waker remained exactly as I have last described him. 1798125|1|42|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14335|The nurses' attentions were continual. 1798203|2|42|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14336|It was on Friday last that we finally resolved to make the experiment of awakening or attempting to awaken him; and it is the (perhaps) unfortunate result of this latter experiment which has given rise to so much discussion in private circles --to so much of what I cannot help thinking unwarranted popular feeling. 1798241|0|43|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
