sentence_text|sentence_number|paragraph_number|title|publication_date|genre
Of this stratification the savages had availed themselves to accomplish their treacherous ends.|9|274|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
There can be no doubt that, by the continuous line of stakes, a partial rupture of the soil had been brought about probably to the depth of one or two feet, when by means of a savage pulling at the end of each of the cords (these cords being attached to the tops of the stakes, and extending back from the edge of the cliff), a vast leverage power was obtained, capable of hurling the whole face of the hill, upon a given signal, into the bosom of the abyss below.|10|274|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The fate of our poor companions was no longer a matter of uncertainty.|11|274|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We alone had escaped from the tempest of that overwhelming destruction.|12|274|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We were the only living white men upon the island.|13|274|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Our situation, as it now appeared, was scarcely less dreadful than when we had conceived ourselves entombed forever.|0|275|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We saw before us no prospect but that of being put to death by the savages, or of dragging out a miserable existence in captivity among them.|1|275|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We might, to be sure, conceal ourselves for a time from their observation among the fastnesses of the hills, and, as a final resort, in the chasm from which we had just issued; but we must either perish in the long polar winter through cold and famine, or be ultimately discovered in our efforts to obtain relief.|2|275|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The whole country around us seemed to be swarming with savages, crowds of whom, we now perceived, had come over from the islands to the southward on flat rafts, doubtless with a view of lending their aid in the capture and plunder of the Jane.|0|276|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The vessel still lay calmly at anchor in the bay, those on board being apparently quite unconscious of any danger awaiting them.|1|276|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
How we longed at that moment to be with them!|2|276|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
either to aid in effecting their escape, or to perish with them in attempting a defence.|3|276|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We saw no chance even of warning them of their danger without bringing immediate destruction upon our own heads, with but a remote hope of benefit to them.|4|276|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
A pistol fired might suffice to apprise them that something wrong had occurred; but the report could not possibly inform them that their only prospect of safety lay in getting out of the harbour forthwith–nor tell them no principles of honour now bound them to remain, that their companions were no longer among the living.|5|276|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Upon hearing the discharge they could not be more thoroughly prepared to meet the foe, who were now getting ready to attack, than they already were, and always had been.|6|276|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
No good, therefore, and infinite harm, would result from our firing, and after mature deliberation, we forbore.|7|276|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Our next thought was to attempt to rush toward the vessel, to seize one of the four canoes which lay at the head of the bay, and endeavour to force a passage on board.|0|277|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
But the utter impossibility of succeeding in this desperate task soon became evident.|1|277|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The country, as I said before, was literally swarming with the natives, skulking among the bushes and recesses of the hills, so as not to be observed from the schooner.|2|277|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
In our immediate vicinity especially, and blockading the sole path by which we could hope to attain the shore at the proper point were stationed the whole party of the black skin warriors, with Too-wit at their head, and apparently only waiting for some re-enforcement to commence his onset upon the Jane.|3|277|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The canoes, too, which lay at the head of the bay, were manned with savages, unarmed, it is true, but who undoubtedly had arms within reach.|4|277|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We were forced, therefore, however unwillingly, to remain in our place of concealment, mere spectators of the conflict which presently ensued.|5|277|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
In about half an hour we saw some sixty or seventy rafts, or flatboats, with outriggers, filled with savages, and coming round the southern bight of the harbor.|0|278|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
They appeared to have no arms except short clubs, and stones which lay in the bottom of the rafts.|1|278|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Immediately afterward another detachment, still larger, appeared in an opposite direction, and with similar weapons.|2|278|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The four canoes, too, were now quickly filled with natives, starting up from the bushes at the head of the bay, and put off swiftly to join the other parties.|3|278|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Thus, in less time than I have taken to tell it, and as if by magic, the Jane saw herself surrounded by an immense multitude of desperadoes evidently bent upon capturing her at all hazards.|4|278|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
That they would succeed in so doing could not be doubted for an instant.|0|279|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The six men left in the vessel, however resolutely they might engage in her defence, were altogether unequal to the proper management of the guns, or in any manner to sustain a contest at such odds.|1|279|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
I could hardly imagine that they would make resistance at all, but in this was deceived; for presently I saw them get springs upon the cable, and bring the vessel's starboard broadside to bear upon the canoes, which by this time were within pistol range, the rafts being nearly a quarter of a mile to windward.|2|279|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Owing to some cause unknown, but most probably to the agitation of our poor friends at seeing themselves in so hopeless a situation, the discharge was an entire failure.|3|279|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Not a canoe was hit or a single savage injured, the shots striking short and ricocheting over their heads.|4|279|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The only effect produced upon them was astonishment at the unexpected report and smoke, which was so excessive that for some moments I almost thought they would abandon their design entirely, and return to the shore.|5|279|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
